,movieId,movieTags
10,1452,"['adventure', 'fantasy', 'action', 'sciencefiction', 'savingtheworld', 'dccomics', 'invulnerability', 'sequel', 'superhero', 'basedoncomicbook', 'kryptonite', 'superpowers', 'superhumanstrength', 'lexluthor', 'brandonrouth', 'kevinspacey', 'katebosworth', 'jamesmarsden', 'parkerposey', 'rogermussenden', 'jonpeters', 'dianemacke', 'gilbertadler', 'bryansinger', 'supermanreturns']"
11,10764,"['adventure', 'action', 'thriller', 'crime', 'killing', 'undercover', 'secretagent', 'britishsecretservice', 'danielcraig', 'olgakurylenko', 'mathieuamalric', 'judidench', 'giancarlogiannini', 'paulhaggis', 'dennisgassner', 'ianfleming', 'louisefrogley', 'davidarnold', 'quantumofsolace']"
12,58,"['adventure', 'fantasy', 'action', 'witch', 'fortuneteller', 'bondage', 'exoticisland', 'monster', 'captain', 'cardgame', 'eastindiatradingcompany', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger', 'johnnydepp', 'orlandobloom', 'keiraknightley', 'stellanskarsgrd', 'billnighy', 'dariuszwolski', 'goreverbinski', 'jerrybruckheimer', 'tedelliott', 'tedelliott', 'piratesofthecaribbeandeadmanschest']"
13,57201,"['action', 'adventure', 'western', 'texas', 'horse', 'survivor', 'texasranger', 'partner', 'outlaw', 'escape', 'lawyer', 'train', 'loneranger', 'comanche', 'theloneranger', 'tonto', 'johnnydepp', 'armiehammer', 'williamfichtner', 'helenabonhamcarter', 'jamesbadgedale', 'goreverbinski', 'goreverbinski', 'jerrybruckheimer', 'tedelliott', 'tedelliott', 'theloneranger']"
14,49521,"['action', 'adventure', 'fantasy', 'sciencefiction', 'savingtheworld', 'dccomics', 'superhero', 'basedoncomicbook', 'superhuman', 'alieninvasion', 'reboot', 'superpowers', 'dcextendeduniverse', 'henrycavill', 'amyadams', 'michaelshannon', 'kevincostner', 'dianelane', 'hanszimmer', 'charlesroven', 'lloydphillips', 'christophernolan', 'christophernolan', 'manofsteel']"
15,2454,"['adventure', 'family', 'fantasy', 'basedonnovel', 'fictionalplace', 'brothersisterrelationship', 'lion', 'humanbeing', 'wretch', 'leapintime', 'matteroflifeanddeath', 'faith', 'uncle', 'narnia', 'fantasyworld', 'benbarnes', 'williammoseley', 'annapopplewell', 'skandarkeynes', 'georgiehenley', 'lizmullane', 'gailstevens', 'davidminkowski', 'matthewstillman', 'markjohnson', 'thechroniclesofnarniaprincecaspian']"
16,24428,"['sciencefiction', 'action', 'adventure', 'newyork', 'shield', 'marvelcomic', 'superhero', 'basedoncomicbook', 'alieninvasion', 'superheroteam', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse', 'robertdowneyjr', 'chrisevans', 'markruffalo', 'chrishemsworth', 'scarlettjohansson', 'alansilvestri', 'christopherboyes', 'christopherboyes', 'seamusmcgarvey', 'sarahfinn', 'theavengers']"
17,1865,"['adventure', 'action', 'fantasy', 'sea', 'captain', 'mutiny', 'sword', 'primeminister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', 'd', 'johnnydepp', 'penlopecruz', 'ianmcshane', 'kevinmcnally', 'geoffreyrush', 'dariuszwolski', 'jerrybruckheimer', 'tedelliott', 'terryrossio', 'terryrossio', 'piratesofthecaribbeanonstrangertides']"
18,41154,"['action', 'comedy', 'sciencefiction', 'timetravel', 'timemachine', 'alien', 'fictionalgovernmentagency', 'seeingthefuture', 'changinghistory', 'willsmith', 'tommyleejones', 'joshbrolin', 'michaelstuhlbarg', 'emmathompson', 'stevenspielberg', 'dannyelfman', 'ellenchenoweth', 'walterfparkes', 'bowelch', 'meninblack']"
19,122917,"['action', 'adventure', 'fantasy', 'corruption', 'elves', 'dwarves', 'orcs', 'middleearthtolkien', 'hobbit', 'dragon', 'battle', 'unlikelyfriendship', 'epicbattle', 'swordandsorcery', 'martinfreeman', 'ianmckellen', 'richardarmitage', 'kenstott', 'grahammctavish', 'howardshore', 'christopherboyes', 'peterjackson', 'peterjackson', 'peterjackson', 'thehobbitthebattleofthefivearmies']"
20,1930,"['action', 'adventure', 'fantasy', 'lossoffather', 'vigilante', 'serum', 'marvelcomic', 'scientificexperiment', 'spiderbite', 'maskedvigilante', 'reboot', 'superpowers', 'geneticengineering', 'socialoutcast', 'duringcreditsstinger', 'andrewgarfield', 'emmastone', 'rhysifans', 'denisleary', 'campbellscott', 'francinemaisler', 'johnschwartzman', 'pietroscalia', 'jameshorner', 'kymbarrett', 'theamazingspiderman']"
21,20662,"['action', 'adventure', 'robinhood', 'archer', 'knight', 'sherwoodforest', 'bowandarrow', 'middleages', 'medieval', 'kingofengland', 'russellcrowe', 'cateblanchett', 'maxvonsydow', 'williamhurt', 'markstrong', 'briangrazer', 'jinajay', 'ridleyscott', 'ridleyscott', 'russellcrowe', 'robinhood']"
22,57158,"['adventure', 'fantasy', 'elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'swordandsorcery', 'martinfreeman', 'ianmckellen', 'richardarmitage', 'kenstott', 'grahammctavish', 'howardshore', 'peterjackson', 'peterjackson', 'peterjackson', 'jrrtolkien', 'thehobbitthedesolationofsmaug']"
23,2268,"['adventure', 'fantasy', 'england', 'compass', 'experiment', 'lordship', 'uncle', 'polarbear', 'orphan', 'animal', 'basedonyoungadultnovel', 'dakotabluerichards', 'nicolekidman', 'danielcraig', 'samelliott', 'evagreen', 'annapinnock', 'markordesky', 'michaellynne', 'dennisgassner', 'alexandredesplat', 'thegoldencompass']"
24,254,"['adventure', 'drama', 'action', 'filmbusiness', 'screenplay', 'showbusiness', 'filmmaking', 'filmproducer', 'exoticisland', 'monster', 'indigenous', 'ship', 'dinosaur', 'naomiwatts', 'jackblack', 'adrienbrody', 'thomaskretschmann', 'colinhanks', 'jamesnewtonhoward', 'peterjackson', 'peterjackson', 'peterjackson', 'franwalsh', 'kingkong']"
25,597,"['drama', 'romance', 'thriller', 'shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'oceanliner', 'epic', 'richwomanpoorman', 'love', 'disaster', 'tragiclove', 'classdifferences', 'imax', 'starcrossedlovers', 'steerage', 'salvage', 'richsnob', 'd', 's', 'katewinslet', 'leonardodicaprio', 'francesfisher', 'billyzane', 'kathybates', 'malifinn', 'jameshorner', 'jamescameron', 'jamescameron', 'jamescameron', 'titanic']"
26,271110,"['adventure', 'action', 'sciencefiction', 'civilwar', 'war', 'marvelcomic', 'sequel', 'superhero', 'basedoncomicbook', 'imax', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse', 'd', 'chrisevans', 'robertdowneyjr', 'scarlettjohansson', 'sebastianstan', 'anthonymackie', 'ronaldrreiss', 'tomjohnson', 'sarahfinn', 'christophermarkus', 'stephenmcfeely', 'captainamericacivilwar']"
27,44833,"['thriller', 'action', 'adventure', 'sciencefiction', 'fight', 'usnavy', 'mindreading', 'hongkong', 'soccer', 'scientist', 'fictionalwar', 'naval', 'armada', 'battleship', 'navalcombat', 'jdsmyoko', 'lostcommunication', 'taser', 'buoy', 'communicationsexpert', 'jointchiefsofstaff', 'crashlanding', 'jetfighterpilot', 'navylieutenant', 'permissiontomarry', 'ussjohnpauljones', 'basedonboardgame', 'aftercreditsstinger', 'mightymo', 'ussmissouri', 'taylorkitsch', 'alexanderskarsgrd', 'rihanna', 'brooklyndecker', 'tadanobuasano', 'paulrubell', 'jeffdawn', 'duncanhenderson', 'neilspisak', 'danyale', 'battleship']"
28,135397,"['action', 'adventure', 'sciencefiction', 'thriller', 'monster', 'dna', 'tyrannosaurusrex', 'velociraptor', 'island', 'sequel', 'suspense', 'disaster', 'escape', 'dinosaur', 'amusementpark', 'animalattack', 'themepark', 'jurassicpark', 'd', 'animalhorror', 'chrispratt', 'brycedallashoward', 'irrfankhan', 'vincentdonofrio', 'nickrobinson', 'stevenspielberg', 'johnpapsidera', 'frankmarshall', 'johnschwartzman', 'christopherboyes', 'jurassicworld']"
29,37724,"['action', 'adventure', 'thriller', 'spy', 'secretagent', 'sociopath', 'killer', 'artgallery', 'britishsecretservice', 'istanbulturkey', 'imax', 'uzi', 'boobytrap', 'impersonatingapoliceofficer', 'macao', 'danielcraig', 'judidench', 'javierbardem', 'ralphfiennes', 'naomieharris', 'thomasnewman', 'sammendes', 'annapinnock', 'rogerdeakins', 'johnlogan', 'skyfall']"
30,558,"['action', 'adventure', 'fantasy', 'dualidentity', 'loveofoneslife', 'pizzaboy', 'marvelcomic', 'sequel', 'superhero', 'doctor', 'scientist', 'tentacle', 'death', 'supervillain', 'tobeymaguire', 'kirstendunst', 'jamesfranco', 'alfredmolina', 'rosemaryharris', 'dannyelfman', 'diannecrittenden', 'billabbott', 'jayhart', 'josephmcaracciolojr', 'spiderman']"
31,68721,"['action', 'adventure', 'sciencefiction', 'terrorist', 'waronterror', 'tennessee', 'malibu', 'marvelcomic', 'superhero', 'basedoncomicbook', 'tonystark', 'ironman', 'aftercreditsstinger', 'marvelcinematicuniverse', 'mandarin', 'd', 'warmachine', 'ironpatriot', 'extremis', 'robertdowneyjr', 'gwynethpaltrow', 'doncheadle', 'guypearce', 'rebeccahall', 'shaneblack', 'shaneblack', 'johntoll', 'louisefrogley', 'sarahfinn', 'ironman']"
32,12155,"['family', 'fantasy', 'adventure', 'basedonnovel', 'fictionalplace', 'queen', 'fantasy', 'aliceinwonderland', 'fantasyworld', 'd', 'miawasikowska', 'johnnydepp', 'annehathaway', 'helenabonhamcarter', 'crispinglover', 'dariuszwolski', 'timburton', 'dannyelfman', 'chrislebenzon', 'chrislebenzon', 'aliceinwonderland']"
33,36668,"['adventure', 'action', 'sciencefiction', 'thriller', 'mutant', 'marvelcomic', 'basedoncomicbook', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger', 'hughjackman', 'halleberry', 'ianmckellen', 'patrickstewart', 'famkejanssen', 'markgoldblatt', 'markhelfrich', 'ralphwinter', 'richardpagano', 'edverreaux', 'xmenthelaststand']"
34,62211,"['animation', 'family', 'monster', 'dormitory', 'games', 'animation', 'bestfriend', 'university', 'scary', 'aftercreditsstinger', 'billycrystal', 'johngoodman', 'stevebuscemi', 'helenmirren', 'noahjohnston', 'andrewstanton', 'leeunkrich', 'johnlasseter', 'korirae', 'danielgerson', 'monstersuniversity']"
35,8373,"['sciencefiction', 'action', 'adventure', 'egypt', 'sun', 'chaos', 'symbol', 'artifact', 'transformers', 'tank', 'robot', 'imax', 'duringcreditsstinger', 'shialabeouf', 'meganfox', 'joshduhamel', 'rainnwilson', 'tyresegibson', 'denisechamian', 'stevenspielberg', 'paulrubell', 'michaelbay', 'michaelbay', 'transformersrevengeofthefallen']"
36,91314,"['sciencefiction', 'action', 'adventure', 'sequel', 'alien', 'transformers', 'giantrobot', 'robot', 'imax', 'transformingrobot', 'markwahlberg', 'stanleytucci', 'kelseygrammer', 'nicolapeltz', 'jackreynor', 'denisechamian', 'stevenspielberg', 'williamgoldenberg', 'paulrubell', 'michaelbay', 'transformersageofextinction']"
37,68728,"['fantasy', 'adventure', 'family', 'circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magictrick', 'wizard', 'd', 'jamesfranco', 'milakunis', 'rachelweisz', 'michellewilliams', 'zachbraff', 'dannyelfman', 'nancyhaigh', 'johnpapsidera', 'philipsteuer', 'samraimi', 'ozthegreatandpowerful']"
38,102382,"['action', 'adventure', 'fantasy', 'obsession', 'marvelcomic', 'sequel', 'basedoncomicbook', 'electrocution', 'medicalexperiment', 'electricity', 'superpowers', 'andrewgarfield', 'emmastone', 'jamiefoxx', 'danedehaan', 'campbellscott', 'hanszimmer', 'pietroscalia', 'markfriedberg', 'stanlee', 'steveditko', 'theamazingspiderman']"
39,20526,"['adventure', 'action', 'sciencefiction', 'artificialintelligence', 'secretidentity', 'computerprogram', 'dystopia', 'computer', 'deception', 'duel', 'motorcycle', 'neonlight', 'autocracy', 'garretthedlund', 'jeffbridges', 'oliviawilde', 'bruceboxleitner', 'yayadacosta', 'stevenlisberger', 'stevenlisberger', 'donaldkushner', 'sarahfinn', 'heikebrandstatter', 'tronlegacy']"
40,49013,"['animation', 'family', 'adventure', 'comedy', 'carrace', 'sequel', 'comedy', 'anthropomorphism', 'bestfriend', 'duringcreditsstinger', 'owenwilson', 'larrythecableguy', 'michaelcaine', 'emilymortimer', 'johnturturro', 'johnlasseter', 'johnlasseter', 'harleyjessup', 'nathanstanton', 'nathanielmclaughlin', 'cars']"
41,44912,"['adventure', 'action', 'thriller', 'sciencefiction', 'dccomics', 'transformation', 'superhero', 'alien', 'alieninfection', 'magicalobject', 'protector', 'superpowers', 'origin', 'd', 'ryanreynolds', 'blakelively', 'petersarsgaard', 'timrobbins', 'markstrong', 'dionbeebe', 'jamesnewtonhoward', 'grantmajor', 'ngiladickson', 'annekuljian', 'greenlantern']"
42,10193,"['animation', 'family', 'comedy', 'hostage', 'college', 'toy', 'barbie', 'animation', 'escape', 'daycare', 'teddybear', 'duringcreditsstinger', 'toycomestolife', 'personification', 'inanimateobjectscomingtolife', 'toystory', 'tomhanks', 'timallen', 'nedbeatty', 'joancusack', 'michaelkeaton', 'andrewstanton', 'leeunkrich', 'leeunkrich', 'johnlasseter', 'johnlasseter', 'toystory']"
43,534,"['action', 'sciencefiction', 'thriller', 'savingtheworld', 'artificialintelligence', 'prophecy', 'sanfrancisco', 'cyborg', 'killerrobot', 'gasstation', 'postapocalyptic', 'dystopia', 'army', 'firearm', 'wartime', 'losangeles', 'christianbale', 'samworthington', 'antonyelchin', 'moonbloodgood', 'brycedallashoward', 'dannyelfman', 'billabbott', 'mariokassar', 'conradbuffiv', 'johndbrancato', 'terminatorsalvation']"
44,168259,"['action', 'carrace', 'speed', 'revenge', 'suspense', 'car', 'race', 'musclecar', 'vindiesel', 'paulwalker', 'dwaynejohnson', 'michellerodriguez', 'tyresegibson', 'jameswan', 'sanjamilkovichays', 'peterbrown', 'christianwagner', 'jacqueshaitkin', 'furious']"
45,72190,"['action', 'drama', 'horror', 'sciencefiction', 'thriller', 'dystopia', 'apocalypse', 'zombie', 'nuclearweapons', 'multipleperspectives', 'zombieapocalypse', 'bradpitt', 'mireilleenos', 'abigailhargrove', 'sterlingjerins', 'jamesbadgedale', 'bradpitt', 'marcobeltrami', 'ianbryce', 'debrajames', 'nigelphelps', 'worldwarz']"
46,127585,"['action', 'adventure', 'fantasy', 'sciencefiction', 's', 'mutant', 'timetravel', 'marvelcomic', 'basedoncomicbook', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changingthepastorfuture', 'hughjackman', 'jamesmcavoy', 'michaelfassbender', 'jenniferlawrence', 'halleberry', 'matthewvaughn', 'rogermussenden', 'toddhallowell', 'kathleenmcgill', 'laurenshulerdonner', 'xmendaysoffuturepast']"
47,54138,"['action', 'adventure', 'sciencefiction', 'spacecraft', 'friendship', 'sequel', 'futuristic', 'space', 'alien', 'imax', 'spaceopera', 'terroristbombing', 'd', 'chrispine', 'zacharyquinto', 'zoesaldana', 'karlurban', 'simonpegg', 'michaelkaplan', 'benburtt', 'generoddenberry', 'aprilwebster', 'jjabrams', 'startrekintodarkness']"
48,81005,"['action', 'family', 'fantasy', 'basedonfairytale', 'giant', 'nicholashoult', 'eleanortomlinson', 'ewanmcgregor', 'stanleytucci', 'ianmcshane', 'markamangini', 'joannajohnston', 'rogermussenden', 'bobducsay', 'peterrussell', 'jackthegiantslayer']"
49,64682,"['drama', 'romance', 'basedonnovel', 'infidelity', 'obsession', 'hope', 'd', 'leonardodicaprio', 'tobeymaguire', 'careymulligan', 'joeledgerton', 'elizabethdebicki', 'ronnakress', 'barriemosborne', 'bazluhrmann', 'bazluhrmann', 'bazluhrmann', 'thegreatgatsby']"
50,9543,"['adventure', 'fantasy', 'action', 'romance', 'persia', 'sandstorm', 'brotheragainstbrother', 'armageddon', 'regent', 'basedonvideogame', 'jakegyllenhaal', 'gemmaarterton', 'benkingsley', 'alfredmolina', 'stevetoussaint', 'sarahbradshaw', 'jerrybruckheimer', 'mikestenson', 'ericmcleod', 'chadoman', 'princeofpersiathesandsoftime']"
51,68726,"['action', 'sciencefiction', 'adventure', 'dystopia', 'giantrobot', 'giantmonster', 'apocalypse', 'imax', 'duringcreditsstinger', 'd', 'idriselba', 'charliehunnam', 'charlieday', 'ronperlman', 'burngorman', 'guillermodeltoro', 'travisbeacham', 'guillermodeltoro', 'ramindjawadi', 'guillermonavarro', 'pacificrim']"
52,38356,"['action', 'sciencefiction', 'adventure', 'moon', 'spacecraft', 'traitor', 'bodyguard', 'alienplanet', 'basedoncartoon', 'transformers', 'giantrobot', 'sabotage', 'worddomination', 'commando', 'duringcreditsstinger', 'shialabeouf', 'johnmalkovich', 'kenjeong', 'francesmcdormand', 'joshduhamel', 'denisechamian', 'stevenspielberg', 'williamgoldenberg', 'michaelbay', 'michaelbay', 'transformersdarkofthemoon']"
53,217,"['adventure', 'action', 'savingtheworld', 'riddle', 'whip', 'treasure', 'mexicocity', 'leatherjacket', 'machinegun', 'alienphenomenons', 'mayacivilization', 'peru', 'treasurehunt', 'nuclearexplosion', 'refrigerator', 'archaeologist', 'indianajones', 'archeology', 'harrisonford', 'cateblanchett', 'shialabeouf', 'raywinstone', 'karenallen', 'georgelucas', 'georgelucas', 'georgelucas', 'johnwilliams', 'stevenspielberg', 'indianajonesandthekingdomofthecrystalskull']"
54,105864,"['adventure', 'animation', 'family', 'tyrannosaurusrex', 'friends', 'alternatehistory', 'dinosaur', 'fear', 'storm', 'nature', 'human', 'journey', 'raymondochoa', 'jackbright', 'jeffreywright', 'francesmcdormand', 'maleahnipaypadilla', 'bobpeterson', 'johnlasseter', 'mychaeldanna', 'jeffdanna', 'petersohn', 'thegooddinosaur']"
55,62177,"['animation', 'adventure', 'comedy', 'family', 'action', 'fantasy', 'scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebelliousdaughter', 'turnsintoanimal', 'archery', 'ruins', 'aftercreditsstinger', 'peaceoffering', 'womandirector', 'courage', 'd', 'kellymacdonald', 'juliewalters', 'billyconnolly', 'emmathompson', 'kevinmckidd', 'billabbott', 'tomjohnson', 'kyrstenmate', 'katherinesarafian', 'andreawarren', 'brave']"
56,188927,"['action', 'adventure', 'sciencefiction', 'sequel', 'stranded', 'hatred', 'spaceopera', 'chrispine', 'zacharyquinto', 'karlurban', 'simonpegg', 'zoesaldana', 'generoddenberry', 'thomasesanders', 'sanjamilkovichays', 'peterbrown', 'aprilwebster', 'startrekbeyond']"
57,10681,"['animation', 'family', 'romanticcomedy', 'benburtt', 'elissaknight', 'jeffgarlin', 'fredwillard', 'johnratzenberger', 'andrewstanton', 'andrewstanton', 'andrewstanton', 'johnlasseter', 'thomasnewman', 'walle']"
58,5174,"['action', 'comedy', 'crime', 'thriller', 'ambassador', 'christucker', 'jackiechan', 'hiroyukisanada', 'maxvonsydow', 'yvanattal', 'billyweber', 'markhelfrich', 'jeffnathanson', 'rogerbirnbaum', 'edverreaux', 'rushhour']"
59,14161,"['action', 'adventure', 'sciencefiction', 'civilization', 'naturaldisaster', 'endoftheworld', 'disaster', 'apocalypse', 'destruction', 'volcaniceruption', 'mayan', 'ark', 'solar', 'destructionofmankind', 'johncusack', 'amandapeet', 'chiwetelejiofor', 'thandienewton', 'oliverplatt', 'larryjfranco', 'deansemler', 'haraldkloser', 'haraldkloser', 'haraldkloser', '']"
60,17979,"['animation', 'drama', 'holiday', 'basedonnovel', 'victorianengland', 'money', 'christmaseve', 'scrooge', 'christmascarol', 'ghost', 'lesson', 'charlesdickens', 'christmas', 'garyoldman', 'jimcarrey', 'stevevalentine', 'darylsabara', 'sageryan', 'robertzemeckis', 'robertzemeckis', 'charlesdickens', 'billcorso', 'michaelparks', 'achristmascarol']"
61,76757,"['sciencefiction', 'fantasy', 'action', 'adventure', 'jupiter', 'space', 'womandirector', 'd', 'interspeciesromance', 'milakunis', 'channingtatum', 'seanbean', 'eddieredmayne', 'douglasbooth', 'bruceberman', 'alexanderberner', 'johntoll', 'lorakennedy', 'kymbarrett', 'jupiterascending']"
62,258489,"['action', 'adventure', 'africa', 'feralchild', 'tarzan', 'jungle', 'animalattack', 'alexanderskarsgrd', 'margotrobbie', 'christophwaltz', 'samuelljackson', 'djimonhounsou', 'stuartbeattie', 'rupertgregsonwilliams', 'stuartcraig', 'davidyates', 'markday', 'thelegendoftarzan']"
63,411,"['adventure', 'family', 'fantasy', 'savingtheworld', 'witch', 'basedonnovel', 'brothersisterrelationship', 'selfsacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairytalefigure', 'battle', 'narnia', 'fantasyworld', 'duringcreditsstinger', 'williammoseley', 'annapopplewell', 'skandarkeynes', 'georgiehenley', 'liamneeson', 'donaldmcalpine', 'davidminkowski', 'matthewstillman', 'markjohnson', 'andrewadamson', 'thechroniclesofnarniathelionthewitchandthewardrobe']"
64,246655,"['sciencefiction', 'mutant', 'supernaturalpowers', 'marvelcomic', 'superhero', 'basedoncomicbook', 'superhuman', 'apocalypse', 'superheroteam', 'worlddomination', 'aftercreditsstinger', 's', 'jamesmcavoy', 'michaelfassbender', 'jenniferlawrence', 'nicholashoult', 'oscarisaac', 'grantmajor', 'rogermussenden', 'annekuljian', 'toddhallowell', 'laurenshulerdonner', 'xmenapocalypse']"
65,155,"['drama', 'action', 'crime', 'thriller', 'dccomics', 'crimefighter', 'secretidentity', 'scarecrow', 'sadism', 'chaos', 'gothamcity', 'vigilante', 'joker', 'superhero', 'basedoncomicbook', 'tragichero', 'organizedcrime', 'criminalmastermind', 'districtattorney', 'imax', 'supervillain', 'superpowers', 'batman', 'christianbale', 'heathledger', 'aaroneckhart', 'michaelcaine', 'maggiegyllenhaal', 'lucindasyson', 'hanszimmer', 'charlesroven', 'christophernolan', 'christophernolan', 'thedarkknight']"
66,14160,"['animation', 'comedy', 'family', 'adventure', 'agedifference', 'centralandsouthamerica', 'balloon', 'animation', 'floatingintheair', 'duringcreditsstinger', 'exploring', 'edasner', 'christopherplummer', 'jordannagai', 'bobpeterson', 'delroylindo', 'andrewstanton', 'bobpeterson', 'bobpeterson', 'bobpeterson', 'johnlasseter', 'up']"
67,15512,"['animation', 'family', 'adventure', 'sciencefiction', 'alien', 'giantrobot', 'duringcreditsstinger', 'sethrogen', 'reesewitherspoon', 'hughlaurie', 'paulrudd', 'kiefersutherland', 'conradvernon', 'wallacewolodarsky', 'glennberger', 'jonathanaibel', 'mayaforbes', 'monstersvsaliens']"
68,1726,"['action', 'sciencefiction', 'adventure', 'middleeast', 'armsdealer', 'malibu', 'marvelcomic', 'superhero', 'basedoncomicbook', 'tonystark', 'ironman', 'aftercreditsstinger', 'marvelcinematicuniverse', 'counterterrorism', 'agentcoulson', 'robertdowneyjr', 'terrencehoward', 'jeffbridges', 'shauntoub', 'gwynethpaltrow', 'sarahfinn', 'matthewlibatique', 'stanlee', 'stanlee', 'aviarad', 'ironman']"
